Subject,Gender,Run,Trial,Partner_cost,PainReduce,Efficiency,Choice,Allocation,Choice_Miss,Allocation_Miss
330,2,1,3,16,12.8,1,1,18,0,0
330,2,1,4,18,14.4,1,1,19,0,0
330,2,1,5,6,4.8,2,1,6,0,0
330,2,1,6,8,6.4,1,1,7,0,0
330,2,1,7,10,8,3,1,9,0,0
330,2,1,8,18,14.4,3,1,8,0,0
330,2,1,9,12,9.6,2,1,14,0,0
330,2,1,10,8,6.4,3,1,4,0,0
330,2,1,11,20,16,3,1,13,0,0
330,2,1,12,14,11.2,1,1,13,0,0
330,2,1,13,4,3.2,3,1,2,0,0
330,2,1,14,4,3.2,1,1,2,0,0
330,2,1,15,14,11.2,3,1,13,0,0
330,2,1,16,6,4.8,1,1,7,0,0
330,2,1,17,10,8,1,1,12,0,0
330,2,1,18,16,12.8,2,1,19,0,0
330,2,1,19,10,8,2,1,12,0,0
330,2,1,20,6,4.8,3,1,5,0,0
330,2,1,21,12,9.6,3,1,6,0,0
330,2,1,22,20,16,2,1,24,0,0
330,2,1,23,16,12.8,3,1,10,0,0
330,2,1,24,4,3.2,2,1,4,0,0
330,2,1,25,20,16,1,1,24,0,0
330,2,1,26,18,14.4,2,1,20,0,0
330,2,1,27,8,6.4,2,1,9,0,0
330,2,2,28,12,9.6,1,1,14,0,0
330,2,2,29,10,8,3,1,9,0,0
330,2,2,30,16,12.8,1,1,18,0,0
330,2,2,31,18,14.4,3,1,8,0,0
330,2,2,32,8,6.4,3,1,4,0,0
330,2,2,33,14,11.2,2,1,15,0,0
330,2,2,34,6,4.8,2,1,7,0,0
330,2,2,35,20,16,3,1,15,0,0
330,2,2,36,12,9.6,2,1,13,0,0
330,2,2,37,18,14.4,1,1,20,0,0
330,2,2,38,16,12.8,2,1,18,0,0
330,2,2,39,4,3.2,3,1,3,0,0
330,2,2,40,14,11.2,3,1,7,0,0
330,2,2,41,10,8,2,1,12,0,0
330,2,2,42,20,16,2,1,23,0,0
330,2,2,43,6,4.8,3,1,3,0,0
330,2,2,44,12,9.6,3,1,5,0,0
330,2,2,45,4,3.2,2,1,5,0,0
330,2,2,46,18,14.4,2,1,20,0,0
330,2,2,47,8,6.4,1,1,9,0,0
330,2,2,48,14,11.2,1,1,16,0,0
330,2,2,49,8,6.4,2,1,9,0,0
330,2,2,50,4,3.2,1,1,5,0,0
330,2,2,51,6,4.8,1,1,7,0,0
330,2,2,52,16,12.8,3,1,9,0,0
330,2,2,53,10,8,1,1,11,0,0
330,2,2,54,20,16,1,1,23,0,0
330,2,3,55,14,11.2,2,1,15,0,0
330,2,3,56,12,9.6,1,1,13,0,0
330,2,3,57,10,8,3,1,4,0,0
330,2,3,58,18,14.4,3,1,8,0,0
330,2,3,59,16,12.8,1,1,18,0,0
330,2,3,60,18,14.4,1,1,18,0,0
330,2,3,61,6,4.8,2,1,7,0,0
330,2,3,62,8,6.4,3,1,3,0,0
330,2,3,63,12,9.6,2,1,14,0,0
330,2,3,64,8,6.4,1,1,9,0,0
330,2,3,65,14,11.2,1,1,16,0,0
330,2,3,66,16,12.8,2,1,18,0,0
330,2,3,67,20,16,3,1,15,0,0
330,2,3,68,10,8,2,1,11,0,0
330,2,3,69,4,3.2,3,1,2,0,0
330,2,3,70,14,11.2,3,1,6,0,0
330,2,3,71,20,16,2,1,23,0,0
330,2,3,72,4,3.2,1,1,5,0,0
330,2,3,73,6,4.8,1,1,7,0,0
330,2,3,74,6,4.8,3,1,3,0,0
330,2,3,75,12,9.6,3,1,5,0,0
330,2,3,76,4,3.2,2,1,2,0,0
330,2,3,77,10,8,1,1,11,0,0
330,2,3,78,18,14.4,2,1,20,0,0
330,2,3,79,8,6.4,2,1,9,0,0
330,2,3,80,20,16,1,1,23,0,0
330,2,3,81,16,12.8,3,1,7,0,0
331,1,1,1,6,4.8,3,1,12,0,0
331,1,1,2,14,11.2,3,0,14,0,0
331,1,1,3,16,12.8,2,0,18,0,0
331,1,1,4,14,11.2,1,0,12,0,0
331,1,1,5,4,3.2,2,1,8,0,0
331,1,1,6,20,16,3,1,13,0,0
331,1,1,7,8,6.4,3,1,10,0,0
331,1,1,8,8,6.4,1,0,10,0,0
331,1,1,9,16,12.8,1,0,16,0,0
331,1,1,10,12,9.6,3,1,10,0,0
331,1,1,11,18,14.4,1,1,18,0,0
331,1,1,12,18,14.4,3,1,6,0,0
331,1,1,13,12,9.6,1,0,10,0,0
331,1,1,14,10,8,2,0,12,0,0
331,1,1,15,18,14.4,2,1,20,0,0
331,1,1,16,4,3.2,1,1,6,0,0
331,1,1,17,6,4.8,2,1,8,0,0
331,1,1,18,6,4.8,1,1,8,0,0
331,1,1,19,10,8,3,0,12,0,0
331,1,1,20,16,12.8,3,0,18,0,0
331,1,1,21,14,11.2,2,0,14,0,0
331,1,1,22,10,8,1,1,10,0,0
331,1,1,23,20,16,1,1,25,0,0
331,1,1,24,8,6.4,2,1,10,0,0
331,1,1,25,4,3.2,3,1,2,0,0
331,1,1,26,20,16,2,1,25,0,0
331,1,1,27,12,9.6,2,0,14,0,0
331,1,2,28,14,11.2,1,0,7,0,0
331,1,2,29,6,4.8,3,1,4,0,0
331,1,2,30,8,6.4,1,1,8,0,0
331,1,2,31,16,12.8,1,0,7,0,0
331,1,2,32,16,12.8,2,0,19,0,0
331,1,2,33,4,3.2,2,1,6,0,0
331,1,2,34,14,11.2,3,0,17,0,0
331,1,2,35,20,16,3,1,20,0,0
331,1,2,36,10,8,2,0,12,0,0
331,1,2,37,8,6.4,3,1,5,0,0
331,1,2,38,18,14.4,2,0,20,0,0
331,1,2,39,12,9.6,3,0,14,0,0
331,1,2,40,6,4.8,2,1,8,0,0
331,1,2,41,18,14.4,3,0,22,0,0
331,1,2,42,14,11.2,2,1,13,0,0
331,1,2,43,18,14.4,1,0,7,0,0
331,1,2,44,10,8,3,1,4,0,0
331,1,2,45,12,9.6,1,0,5,0,0
331,1,2,46,4,3.2,1,1,7,0,0
331,1,2,47,8,6.4,2,1,10,0,0
331,1,2,48,6,4.8,1,1,8,0,0
331,1,2,49,10,8,1,1,12,0,0
331,1,2,50,20,16,2,1,20,0,0
331,1,2,51,16,12.8,3,0,18,0,0
331,1,2,52,12,9.6,2,0,14,0,0
331,1,2,53,20,16,1,1,25,0,0
331,1,2,54,4,3.2,3,1,3,0,0
331,1,3,55,14,11.2,1,0,7,0,0
331,1,3,56,16,12.8,2,0,20,0,0
331,1,3,57,4,3.2,2,1,6,0,0
331,1,3,58,8,6.4,1,1,11,0,0
331,1,3,59,6,4.8,3,1,4,0,0
331,1,3,60,16,12.8,1,0,7,0,0
331,1,3,61,14,11.2,3,1,6,0,0
331,1,3,62,18,14.4,1,0,9,0,0
331,1,3,63,10,8,2,1,12,0,0
331,1,3,64,12,9.6,1,0,5,0,0
331,1,3,65,18,14.4,2,0,21,0,0
331,1,3,66,20,16,3,1,20,0,0
331,1,3,67,8,6.4,3,1,4,0,0
331,1,3,68,6,4.8,2,1,8,0,0
331,1,3,69,14,11.2,2,0,16,0,0
331,1,3,70,4,3.2,1,1,8,0,0
331,1,3,71,6,4.8,1,1,9,0,0
331,1,3,72,12,9.6,3,0,14,0,0
331,1,3,73,10,8,1,1,13,0,0
331,1,3,74,8,6.4,2,1,12,0,0
331,1,3,75,18,14.4,3,0,22,0,0
331,1,3,76,10,8,3,1,5,0,0
331,1,3,77,20,16,1,1,25,0,0
331,1,3,78,16,12.8,3,0,18,0,0
331,1,3,79,4,3.2,3,1,3,0,0
331,1,3,80,20,16,2,1,25,0,0
331,1,3,81,12,9.6,2,0,14,0,0
332,1,1,1,10,8,2,1,10,0,0
332,1,1,2,20,16,1,0,10,0,0
332,1,1,3,18,14.4,2,1,13,0,0
332,1,1,4,6,4.8,1,1,6,0,0
332,1,1,5,8,6.4,2,1,8,0,0
332,1,1,6,4,3.2,1,0,2,0,0
332,1,1,7,20,16,2,1,13,0,0
332,1,1,8,14,11.2,1,0,10,0,0
332,1,1,9,14,11.2,3,1,7,0,0
332,1,1,10,6,4.8,3,0,6,0,0
332,1,1,11,18,14.4,1,0,9,0,0
332,1,1,12,12,9.6,3,1,12,0,0
332,1,1,13,8,6.4,1,0,8,0,0
332,1,1,14,4,3.2,2,0,2,0,0
332,1,1,15,16,12.8,3,1,16,0,0
332,1,1,16,10,8,3,0,10,0,0
332,1,1,17,14,11.2,2,1,13,0,0
332,1,1,18,16,12.8,1,1,16,0,0
332,1,1,19,10,8,1,1,10,0,0
332,1,1,20,6,4.8,2,0,6,0,0
332,1,1,21,12,9.6,1,0,12,0,0
332,1,1,22,20,16,3,1,16,0,0
332,1,1,23,4,3.2,3,0,2,0,0
332,1,1,24,12,9.6,2,1,12,0,0
332,1,1,25,18,14.4,3,0,13,0,0
332,1,1,26,16,12.8,2,1,17,0,0
332,1,1,27,8,6.4,3,0,8,0,0
332,1,2,28,10,8,2,1,12,0,0
332,1,2,29,14,11.2,3,1,10,0,0
332,1,2,30,18,14.4,2,1,20,0,0
332,1,2,31,20,16,1,0,10,0,0
332,1,2,32,8,6.4,2,0,4,0,0
332,1,2,33,6,4.8,3,1,6,0,0
332,1,2,34,20,16,2,0,15,0,0
332,1,2,35,4,3.2,2,1,3,0,0
332,1,2,36,6,4.8,1,0,3,0,0
332,1,2,37,4,3.2,1,0,2,0,0
332,1,2,38,14,11.2,2,1,16,0,0
332,1,2,39,12,9.6,3,1,12,0,0
332,1,2,40,16,12.8,3,1,8,0,0
332,1,2,41,14,11.2,1,1,16,0,0
332,1,2,42,10,8,3,1,6,0,0
332,1,2,43,20,16,3,1,9,0,0
332,1,2,44,6,4.8,2,1,6,0,0
332,1,2,45,18,14.4,1,0,10,0,0
332,1,2,46,12,9.6,2,1,10,0,0
332,1,2,47,16,12.8,2,1,18,0,0
332,1,2,48,8,6.4,1,1,8,0,0
332,1,2,49,4,3.2,3,1,3,0,0
332,1,2,50,16,12.8,1,0,10,0,0
332,1,2,51,18,14.4,3,1,15,0,0
332,1,2,52,8,6.4,3,1,7,0,0
332,1,2,53,10,8,1,0,10,0,0
332,1,2,54,12,9.6,1,0,6,0,0
332,1,3,55,14,11.2,3,1,10,0,0
332,1,3,56,6,4.8,3,0,6,0,0
332,1,3,57,20,16,1,0,8,0,0
332,1,3,58,6,4.8,1,1,6,0,0
332,1,3,59,12,9.6,3,1,9,0,0
332,1,3,60,16,12.8,3,1,10,0,0
332,1,3,61,4,3.2,1,0,2,0,0
332,1,3,62,10,8,2,1,10,0,0
332,1,3,63,14,11.2,1,0,8,0,0
332,1,3,64,18,14.4,1,0,6,0,0
332,1,3,65,10,8,3,1,9,0,0
332,1,3,66,20,16,3,1,15,0,0
332,1,3,67,18,14.4,2,1,18,0,0
332,1,3,68,8,6.4,1,1,8,0,0
332,1,3,69,8,6.4,2,1,8,0,0
332,1,3,70,16,12.8,1,0,16,0,0
332,1,3,71,20,16,2,1,20,0,0
332,1,3,72,4,3.2,3,1,2,0,0
332,1,3,73,18,14.4,3,1,18,0,0
332,1,3,74,10,8,1,0,10,0,0
332,1,3,75,4,3.2,2,1,4,0,0
332,1,3,76,12,9.6,1,0,10,0,0
332,1,3,77,14,11.2,2,0,14,0,0
332,1,3,78,6,4.8,2,1,6,0,0
332,1,3,79,8,6.4,3,1,8,0,0
332,1,3,80,12,9.6,2,1,10,0,0
332,1,3,81,16,12.8,2,0,16,0,0
333,1,1,1,4,3.2,1,0,2,0,0
333,1,1,2,6,4.8,2,1,6,0,0
333,1,1,3,14,11.2,1,0,10,0,0
333,1,1,4,18,14.4,1,0,16,0,0
333,1,1,5,14,11.2,2,1,14,0,0
333,1,1,6,10,8,1,0,6,0,0
333,1,1,7,16,12.8,3,1,18,0,0
333,1,1,8,4,3.2,3,1,2,0,0
333,1,1,9,20,16,2,1,25,0,0
333,1,1,10,10,8,3,1,8,0,0
333,1,1,11,18,14.4,3,1,16,0,0
333,1,1,12,6,4.8,1,0,2,0,0
333,1,1,13,6,4.8,3,1,2,0,0
333,1,1,14,20,16,1,1,13,0,0
333,1,1,15,14,11.2,3,1,12,0,0
333,1,1,16,12,9.6,1,0,7,0,0
333,1,1,17,16,12.8,1,1,18,0,0
333,1,1,18,8,6.4,2,1,8,0,0
333,1,1,19,12,9.6,2,1,14,0,0
333,1,1,20,8,6.4,3,1,4,0,0
333,1,1,21,20,16,3,1,25,0,0
333,1,1,22,18,14.4,2,1,20,0,0
333,1,1,23,12,9.6,3,1,8,0,0
333,1,1,24,10,8,2,1,10,0,0
333,1,1,25,8,6.4,1,0,3,0,0
333,1,1,26,16,12.8,2,1,18,0,0
333,1,1,27,4,3.2,2,0,4,0,0
333,1,2,28,4,3.2,1,0,2,0,0
333,1,2,29,16,12.8,3,1,12,0,0
333,1,2,30,14,11.2,1,0,10,0,0
333,1,2,31,4,3.2,3,1,2,0,0
333,1,2,32,10,8,3,1,4,0,0
333,1,2,33,6,4.8,2,0,6,0,0
333,1,2,34,14,11.2,2,1,14,0,0
333,1,2,35,18,14.4,3,1,14,0,0
333,1,2,36,20,16,2,1,13,0,0
333,1,2,37,18,14.4,1,1,20,0,0
333,1,2,38,8,6.4,2,0,8,0,0
333,1,2,39,6,4.8,3,0,6,0,0
333,1,2,40,14,11.2,3,1,12,0,0
333,1,2,41,12,9.6,2,1,13,0,0
333,1,2,42,18,14.4,2,1,20,0,0
333,1,2,43,8,6.4,3,0,8,0,0
333,1,2,44,20,16,3,1,25,0,0
333,1,2,45,10,8,2,1,10,0,0
333,1,2,46,16,12.8,2,1,18,0,0
333,1,2,47,10,8,1,0,8,0,0
333,1,2,48,6,4.8,1,0,2,0,0
333,1,2,49,4,3.2,2,0,4,0,0
333,1,2,50,20,16,1,1,25,0,0
333,1,2,51,12,9.6,1,0,9,0,0
333,1,2,52,12,9.6,3,1,10,0,0
333,1,2,53,16,12.8,1,1,18,0,0
333,1,2,54,8,6.4,1,0,3,0,0
333,1,3,55,6,4.8,2,0,6,0,0
333,1,3,56,4,3.2,1,0,2,0,0
333,1,3,57,16,12.8,3,1,12,0,0
333,1,3,58,4,3.2,3,1,2,0,0
333,1,3,59,14,11.2,1,1,16,0,0
333,1,3,60,18,14.4,1,1,20,0,0
333,1,3,61,14,11.2,2,1,16,0,0
333,1,3,62,10,8,3,1,4,0,0
333,1,3,63,20,16,2,1,25,0,0
333,1,3,64,10,8,1,0,4,0,0
333,1,3,65,6,4.8,1,0,2,0,0
333,1,3,66,8,6.4,2,0,8,0,0
333,1,3,67,18,14.4,3,1,12,0,0
333,1,3,68,12,9.6,2,1,14,0,0
333,1,3,69,6,4.8,3,1,2,0,0
333,1,3,70,14,11.2,3,1,10,0,0
333,1,3,71,18,14.4,2,1,20,0,0
333,1,3,72,20,16,1,1,25,0,0
333,1,3,73,12,9.6,1,0,8,0,0
333,1,3,74,8,6.4,3,1,3,0,0
333,1,3,75,20,16,3,1,25,0,0
333,1,3,76,10,8,2,1,10,0,0
333,1,3,77,16,12.8,1,1,16,0,0
333,1,3,78,16,12.8,2,1,18,0,0
333,1,3,79,4,3.2,2,0,4,0,0
333,1,3,80,8,6.4,1,0,3,0,0
333,1,3,81,12,9.6,3,1,8,0,0
334,1,1,1,10,8,3,1,13,0,0
334,1,1,2,18,14.4,3,1,22,0,0
334,1,1,3,14,11.2,2,0,14,0,0
334,1,1,4,12,9.6,1,0,12,0,0
334,1,1,5,6,4.8,2,1,8,0,0
334,1,1,6,8,6.4,3,1,10,0,0
334,1,1,7,20,16,3,1,24,0,0
334,1,1,8,16,12.8,1,1,20,0,0
334,1,1,9,18,14.4,1,1,25,0,0
334,1,1,10,4,3.2,3,1,7,0,0
334,1,1,11,8,6.4,1,0,10,0,0
334,1,1,12,14,11.2,3,1,17,0,0
334,1,1,13,14,11.2,1,1,17,0,0
334,1,1,14,12,9.6,2,1,16,0,0
334,1,1,15,16,12.8,2,0,18,0,0
334,1,1,16,4,3.2,1,0,5,0,0
334,1,1,17,10,8,2,1,12,0,0
334,1,1,18,6,4.8,1,1,8,0,0
334,1,1,19,6,4.8,3,1,9,0,0
334,1,1,20,12,9.6,3,1,13,0,0
334,1,1,21,20,16,2,0,25,0,0
334,1,1,22,10,8,1,0,13,0,0
334,1,1,23,20,16,1,0,25,0,0
334,1,1,24,4,3.2,2,0,4,0,0
334,1,1,25,16,12.8,3,0,17,0,0
334,1,1,26,18,14.4,2,1,21,0,0
334,1,1,27,8,6.4,2,0,10,0,0
334,1,2,28,12,9.6,1,0,14,0,0
334,1,2,29,10,8,3,1,13,0,0
334,1,2,30,16,12.8,1,0,18,0,0
334,1,2,31,18,14.4,1,0,21,0,0
334,1,2,32,14,11.2,2,1,17,0,0
334,1,2,33,6,4.8,2,1,7,0,0
334,1,2,34,18,14.4,3,1,22,0,0
334,1,2,35,8,6.4,3,1,10,0,0
334,1,2,36,12,9.6,2,0,13,0,0
334,1,2,37,20,16,3,1,25,0,0
334,1,2,38,16,12.8,2,0,18,0,0
334,1,2,39,4,3.2,3,1,4,0,0
334,1,2,40,10,8,2,1,11,0,0
334,1,2,41,14,11.2,3,1,15,0,0
334,1,2,42,20,16,2,1,25,0,0
334,1,2,43,8,6.4,1,0,8,0,0
334,1,2,44,6,4.8,3,1,7,0,0
334,1,2,45,14,11.2,1,0,16,0,0
334,1,2,46,4,3.2,1,1,5,0,0
334,1,2,47,4,3.2,2,1,4,0,0
334,1,2,48,6,4.8,1,0,7,0,0
334,1,2,49,10,8,1,0,11,0,0
334,1,2,50,18,14.4,2,0,20,0,0
334,1,2,51,12,9.6,3,1,13,0,0
334,1,2,52,8,6.4,2,1,9,0,0
334,1,2,53,20,16,1,1,25,0,0
334,1,2,54,16,12.8,3,1,19,0,0
334,1,3,55,12,9.6,1,0,14,0,0
334,1,3,56,14,11.2,2,1,18,0,0
334,1,3,57,6,4.8,2,1,7,0,0
334,1,3,58,16,12.8,1,0,18,0,0
334,1,3,59,10,8,3,1,12,0,0
334,1,3,60,18,14.4,1,0,23,0,0
334,1,3,61,18,14.4,3,1,21,0,0
334,1,3,62,8,6.4,1,0,10,0,0
334,1,3,63,12,9.6,2,0,14,0,0
334,1,3,64,14,11.2,1,0,17,0,0
334,1,3,65,16,12.8,2,1,19,0,0
334,1,3,66,8,6.4,3,1,10,0,0
334,1,3,67,20,16,3,1,25,0,0
334,1,3,68,10,8,2,0,13,0,0
334,1,3,69,20,16,2,0,25,0,0
334,1,3,70,4,3.2,1,0,4,0,0
334,1,3,71,6,4.8,1,0,7,0,0
334,1,3,72,4,3.2,3,1,4,0,0
334,1,3,73,10,8,1,0,13,0,0
334,1,3,74,4,3.2,2,1,4,0,0
334,1,3,75,14,11.2,3,1,18,0,0
334,1,3,76,6,4.8,3,1,8,0,0
334,1,3,77,20,16,1,1,25,0,0
334,1,3,78,12,9.6,3,1,14,0,0
334,1,3,79,16,12.8,3,1,20,0,0
334,1,3,80,18,14.4,2,1,22,0,0
334,1,3,81,8,6.4,2,1,10,0,0
335,1,1,1,16,12.8,2,1,14,0,0
335,1,1,2,14,11.2,1,0,11,0,0
335,1,1,3,4,3.2,2,1,4,0,0
335,1,1,4,8,6.4,1,0,6,0,0
335,1,1,5,10,8,2,0,7,0,0
335,1,1,6,16,12.8,1,0,10,0,0
335,1,1,7,18,14.4,2,1,13,0,0
335,1,1,8,18,14.4,1,1,18,0,0
335,1,1,9,6,4.8,3,1,5,0,0
335,1,1,10,14,11.2,3,1,9,0,0
335,1,1,11,12,9.6,1,0,5,0,0
335,1,1,12,20,16,3,1,18,0,0
335,1,1,13,4,3.2,1,0,2,0,0
335,1,1,14,6,4.8,2,1,5,0,0
335,1,1,15,8,6.4,3,1,5,0,0
335,1,1,16,12,9.6,3,1,9,0,0
335,1,1,17,14,11.2,2,1,13,0,0
335,1,1,18,6,4.8,1,0,2,0,0
335,1,1,19,10,8,1,0,4,0,0
335,1,1,20,8,6.4,2,1,8,0,0
335,1,1,21,20,16,1,1,19,0,0
335,1,1,22,18,14.4,3,1,11,0,0
335,1,1,23,10,8,3,1,6,0,0
335,1,1,24,20,16,2,1,20,0,0
335,1,1,25,16,12.8,3,1,10,0,0
335,1,1,26,12,9.6,2,0,11,0,0
335,1,1,27,4,3.2,3,1,2,0,0
335,1,2,28,16,12.8,2,1,16,0,0
335,1,2,29,6,4.8,3,1,4,0,0
335,1,2,30,4,3.2,2,0,4,0,0
335,1,2,31,14,11.2,1,0,5,0,0
335,1,2,32,10,8,2,0,9,0,0
335,1,2,33,14,11.2,3,1,8,0,0
335,1,2,34,18,14.4,2,1,19,0,0
335,1,2,35,6,4.8,2,1,6,0,0
335,1,2,36,8,6.4,1,0,3,0,0
335,1,2,37,16,12.8,1,0,13,0,0
335,1,2,38,14,11.2,2,1,13,0,0
335,1,2,39,20,16,3,1,17,0,0
335,1,2,40,8,6.4,3,1,6,0,0
335,1,2,41,18,14.4,1,1,17,0,0
335,1,2,42,12,9.6,3,1,6,0,0
335,1,2,43,18,14.4,3,1,10,0,0
335,1,2,44,8,6.4,2,0,8,0,0
335,1,2,45,12,9.6,1,0,4,0,0
335,1,2,46,20,16,2,1,20,0,0
335,1,2,47,12,9.6,2,1,12,0,0
335,1,2,48,4,3.2,1,0,2,0,0
335,1,2,49,10,8,3,1,6,0,0
335,1,2,50,6,4.8,1,0,2,0,0
335,1,2,51,16,12.8,3,1,8,0,0
335,1,2,52,4,3.2,3,1,3,0,0
335,1,2,53,10,8,1,0,4,0,0
335,1,2,54,20,16,1,1,20,0,0
335,1,3,55,6,4.8,3,1,3,0,0
335,1,3,56,14,11.2,3,1,8,0,0
335,1,3,57,14,11.2,1,0,5,0,0
335,1,3,58,8,6.4,1,0,3,0,0
335,1,3,59,20,16,3,1,14,0,0
335,1,3,60,8,6.4,3,1,6,0,0
335,1,3,61,16,12.8,1,0,9,0,0
335,1,3,62,16,12.8,2,1,16,0,0
335,1,3,63,18,14.4,1,1,18,0,0
335,1,3,64,12,9.6,1,0,4,0,0
335,1,3,65,12,9.6,3,1,8,0,0
335,1,3,66,18,14.4,3,1,10,0,0
335,1,3,67,4,3.2,2,0,3,0,0
335,1,3,68,4,3.2,1,0,1,0,0
335,1,3,69,10,8,2,1,10,0,0
335,1,3,70,6,4.8,1,0,2,0,0
335,1,3,71,18,14.4,2,1,19,0,0
335,1,3,72,10,8,3,1,5,0,0
335,1,3,73,16,12.8,3,1,9,0,0
335,1,3,74,10,8,1,0,4,0,0
335,1,3,75,6,4.8,2,1,6,0,0
335,1,3,76,20,16,1,1,21,0,0
335,1,3,77,14,11.2,2,1,14,0,0
335,1,3,78,8,6.4,2,0,3,0,0
335,1,3,79,4,3.2,3,1,2,0,0
335,1,3,80,20,16,2,1,21,0,0
335,1,3,81,12,9.6,2,1,12,0,0
336,1,1,1,20,16,1,0,13,0,0
336,1,1,2,10,8,2,1,12,0,0
336,1,1,3,6,4.8,1,0,5,0,0
336,1,1,4,4,3.2,1,0,4,0,0
336,1,1,5,18,14.4,2,1,18,0,0
336,1,1,6,14,11.2,1,1,15,0,0
336,1,1,7,14,11.2,3,1,15,0,0
336,1,1,8,6,4.8,3,1,6,0,0
336,1,1,9,8,6.4,2,1,10,0,0
336,1,1,10,12,9.6,3,1,12,0,0
336,1,1,11,16,12.8,3,1,16,0,0
336,1,1,12,18,14.4,1,1,0,0,0
336,1,1,13,10,8,3,1,10,0,0
336,1,1,14,8,6.4,1,1,10,0,0
336,1,1,15,20,16,3,0,0,0,0
336,1,1,16,16,12.8,1,0,0,0,0
336,1,1,17,10,8,1,1,12,0,0
336,1,1,18,20,16,2,0,0,0,0
336,1,1,19,4,3.2,2,0,5,0,0
336,1,1,20,4,3.2,3,1,5,0,0
336,1,1,21,18,14.4,3,1,0,0,0
336,1,1,22,14,11.2,2,0,14,0,0
336,1,1,23,8,6.4,3,1,10,0,0
336,1,1,24,6,4.8,2,1,8,0,0
336,1,1,25,12,9.6,1,1,14,0,0
336,1,1,26,12,9.6,2,1,14,0,0
336,1,1,27,16,12.8,2,1,0,0,0
336,1,2,28,20,16,1,1,20,0,0
336,1,2,29,14,11.2,3,1,15,0,0
336,1,2,30,6,4.8,1,1,8,0,0
336,1,2,31,6,4.8,3,1,8,0,0
336,1,2,32,12,9.6,3,1,14,0,0
336,1,2,33,10,8,2,1,12,0,0
336,1,2,34,18,14.4,2,1,8,0,0
336,1,2,35,16,12.8,3,1,7,0,0
336,1,2,36,8,6.4,2,1,5,0,0
336,1,2,37,4,3.2,1,0,3,0,0
336,1,2,38,20,16,2,1,12,0,0
336,1,2,39,10,8,3,1,6,0,0
336,1,2,40,20,16,3,1,9,0,0
336,1,2,41,4,3.2,2,1,3,0,0
336,1,2,42,14,11.2,2,1,7,0,0
336,1,2,43,4,3.2,3,1,3,0,0
336,1,2,44,18,14.4,3,1,8,0,0
336,1,2,45,6,4.8,2,1,4,0,0
336,1,2,46,12,9.6,2,1,5,0,0
336,1,2,47,14,11.2,1,1,6,0,0
336,1,2,48,18,14.4,1,1,6,0,0
336,1,2,49,16,12.8,2,1,9,0,0
336,1,2,50,8,6.4,1,0,5,0,0
336,1,2,51,16,12.8,1,1,7,0,0
336,1,2,52,8,6.4,3,1,5,0,0
336,1,2,53,10,8,1,1,6,0,0
336,1,2,54,12,9.6,1,1,7,0,0
336,1,3,55,10,8,2,1,6,0,0
336,1,3,56,20,16,1,0,11,0,0
336,1,3,57,14,11.2,3,1,8,0,0
336,1,3,58,6,4.8,3,1,4,0,0
336,1,3,59,6,4.8,1,1,4,0,0
336,1,3,60,4,3.2,1,1,3,0,0
336,1,3,61,18,14.4,2,1,10,0,0
336,1,3,62,12,9.6,3,1,7,0,0
336,1,3,63,8,6.4,2,0,5,0,0
336,1,3,64,14,11.2,1,0,8,0,0
336,1,3,65,18,14.4,1,1,10,0,0
336,1,3,66,20,16,2,1,11,0,0
336,1,3,67,16,12.8,3,1,9,0,0
336,1,3,68,4,3.2,2,1,5,0,0
336,1,3,69,10,8,3,1,6,0,0
336,1,3,70,20,16,3,1,10,0,0
336,1,3,71,14,11.2,2,1,8,0,0
336,1,3,72,8,6.4,1,1,5,0,0
336,1,3,73,16,12.8,1,1,9,0,0
336,1,3,74,4,3.2,3,1,3,0,0
336,1,3,75,18,14.4,3,1,10,0,0
336,1,3,76,6,4.8,2,1,4,0,0
336,1,3,77,10,8,1,0,6,0,0
336,1,3,78,12,9.6,2,1,7,0,0
336,1,3,79,16,12.8,2,1,9,0,0
336,1,3,80,12,9.6,1,0,6,0,0
336,1,3,81,8,6.4,3,1,5,0,0
337,1,1,1,16,12.8,3,1,18,0,0
337,1,1,2,4,3.2,3,1,7,0,0
337,1,1,3,6,4.8,2,0,8,0,0
337,1,1,4,4,3.2,1,0,7,0,0
337,1,1,5,14,11.2,2,1,17,0,0
337,1,1,6,10,8,3,1,13,0,0
337,1,1,7,18,14.4,3,1,22,0,0
337,1,1,8,14,11.2,1,0,17,0,0
337,1,1,9,18,14.4,1,1,23,0,0
337,1,1,10,6,4.8,3,1,10,0,0
337,1,1,11,10,8,1,0,14,0,0
337,1,1,12,14,11.2,3,1,18,0,0
337,1,1,13,6,4.8,1,0,9,0,0
337,1,1,14,20,16,2,1,25,0,0
337,1,1,15,8,6.4,2,0,10,0,0
337,1,1,16,20,16,1,1,25,0,0
337,1,1,17,12,9.6,2,0,15,0,0
337,1,1,18,12,9.6,1,0,14,0,0
337,1,1,19,8,6.4,3,1,10,0,0
337,1,1,20,20,16,3,1,25,0,0
337,1,1,21,18,14.4,2,1,22,0,0
337,1,1,22,16,12.8,1,1,19,0,0
337,1,1,23,8,6.4,1,0,10,0,0
337,1,1,24,10,8,2,1,13,0,0
337,1,1,25,12,9.6,3,1,15,0,0
337,1,1,26,16,12.8,2,1,19,0,0
